Bloc,Western,Eastern,Neutral
Western,0.9294710288779697,-33.37240791389263,2.2846999752347443
Eastern,-22.183667650915282,4.635924075684173,-1.9201302606689694
Neutral,-0.8042361740203319,5.791663781965028,0.2366445257245715
