iso,Bloc,Eastern,Western,Neutral,Trade,Output,Welfare
GIN,Neutral,3.7409736866893866,0.3052444054508783,-0.37548977875630385,1.2463317444977946,0.11780412169706267,0.21292470349956716
GMB,Neutral,2.5529270001641464,0.42997849739194294,0.47869836158071166,0.8944436328396677,0.022777204702691733,0.04115282130136677
GNB,Neutral,-0.9796153608970286,0.8977165171960308,0.3380246708093466,0.5275840305281037,0.016179832078933032,0.02923220970035345
GRC,Western,-25.88680456516498,1.9023706660132689,0.7951885662373286,-2.309255549876468,-0.22199684165730105,-0.40069787537468926
GTM,Western,-28.556814082008913,1.1465488177920662,0.7718013592434545,-2.273176282420181,-0.2042867106633679,-0.36875796852642395
HKG,Eastern,6.000460665637533,-31.232155226454225,5.418446741493781,-6.217634830973964,-1.9143661691894067,-3.431737969347523
HND,Western,-27.185976112732135,1.0820162879819861,0.8501197301664689,-1.9449253479894253,-0.40736187796166234,-0.7347260177114379
HRV,Western,-23.963250059472372,0.6055743472633281,-0.037850998233210476,-0.4164231086803625,-0.0554290945080993,-0.10011519195492724
HTI,Western,-16.635078706502355,1.3525457985870872,3.8376063849804325,-1.2969736875308229,-0.10557148142402184,-0.19064304010181843
HUN,Western,-30.168958831973356,1.0732358404799243,1.127758395847195,-1.653745922625589,-0.6930215475904333,-1.2485041048983305
IDN,Neutral,1.3168477487215142,0.7642422514209812,0.2467050782002076,0.7301518718406896,0.01754877782764197,0.031705668071708715
IND,Neutral,0.18310088275065084,1.5268691722572072,0.20373244793805156,0.7436712867989428,0.016318558997213017,0.029482865035319605
IRL,Western,-46.31545328681782,1.5070059766705128,1.8638600671589103,-1.7707083398946963,-0.2947251065364611,-0.5318140653801038
IRQ,Neutral,3.3311261680963753,-0.3748271941246202,-0.024860393438757455,0.7094893056351026,0.021992190437700287,0.03973436731953939
ISR,Western,-41.543738766647316,0.8612303086843838,0.6701709976619981,-5.006097719445393,-0.27158188839338493,-0.49009930420592696
ITA,Western,-35.255623585449015,0.6814497873054108,0.6164913340023901,-3.158861131005324,-0.291649945184389,-0.526271655117867
JAM,Western,-26.37408137603468,1.0487750995975489,0.692769203534155,-1.4932155668271463,-0.14829390744523607,-0.2677458632067271
JPN,Western,-23.23870973979291,1.4838458157714314,0.27720113634704546,-6.013304615976608,-0.2863397082232808,-0.5167006093447384
KAZ,Eastern,2.7681204966726227,-35.008025103068476,2.548118142512976,-15.460189217421558,-1.3549110567326608,-2.4343800369979647
KEN,Neutral,-1.2845335141245187,1.4039626354299912,0.31654078860883317,0.4014096449487141,-0.0006594281788778744,-0.0011913123515228108
KGZ,Eastern,2.6292783566109392,-17.644971066513165,1.9006997194093032,-2.7746264702230263,-0.4755397348912709,-0.8574566099395042
KHM,Neutral,-0.5679145278183597,0.35811992202962983,0.5642662046750075,0.1644468270777253,-0.20880547094823498,-0.37690790695972964
KIR,Western,-21.48220799491591,3.1972432668356703,0.7806973288700618,0.7030923081433116,0.18110565720176908,0.32742238348657793
KOR,Western,-34.17226567364733,1.5780238684977803,0.5233906145063969,-11.083641413310843,-1.2366225322155913,-2.2229176103569728
KWT,Neutral,1.5039094195273464,0.18962296512174248,0.17641254098970194,0.4509480360381559,0.045010398370621374,0.08133003895069635
LAO,Eastern,2.3097756094676924,-24.505802330140156,0.9998204976721183,-1.0552070018227084,-0.24410084874945426,-0.44055564504388656
LBN,Neutral,-0.022356412971447526,-0.016677629567027452,0.12219117088767462,0.01807235617484082,-0.01230483403523408,-0.022228671404178613
LBR,Western,-17.8022145693067,0.455955274461175,2.5556491947583027,-2.8648119722771526,-0.9289076789491446,-1.6718636182124982
LKA,Neutral,-1.010266712482462,1.1076396595172753,0.12133322234764421,0.3163394271434754,-0.0024426741134817576,-0.004412864065287181
LSO,Neutral,-0.2265444492934563,0.2958911740706185,0.3891015447247952,0.3362638367956805,-0.025966793802894017,-0.04690640442032645
LTU,Western,-21.165700531260725,1.9326443976241166,0.45202409300073043,-1.7785898105993851,-0.7038857227293818,-1.268020554269242
LVA,Western,-18.240795196860972,1.4204986679312412,-0.08007689283820696,-0.6927814678791862,-0.2726576815895356,-0.49203855315317924
MAR,Neutral,-0.6149320213980758,0.36999124699374875,0.20102487159357452,0.23744656560525357,0.008213009593930565,0.014838022071089085
MDA,Western,-21.085045694007178,1.981304737929392,0.8363063289353647,-3.147270742791193,-0.546662957584175,-0.9854170601968661
MDG,Neutral,-0.8720494382529012,0.3480354725350594,0.2878039520993667,0.14337529256005155,-0.019149193422734356,-0.03459204542869543
MDV,Neutral,-1.9137549721598788,2.3320176328888778,0.24473751120491727,0.3227923767312433,-0.006698150558136717,-0.012100476462663323
MEX,Neutral,-0.5326722331714819,1.127482764460936,0.5304500914195103,0.9023489858712281,0.04791305665590073,0.08657591380496399
MLI,Eastern,3.4449964025875772,-25.582242066570174,0.9251008326287717,-8.013511639750902,-0.9066452214653538,-1.6319425077524272
MMR,Western,-15.104426371134295,0.0857780730979556,0.9180581333290831,-5.086447199947145,-0.5161081778768022,-0.9304538534037761
MNG,Neutral,3.2407937386102077,2.266781070974261,0.9216893126349106,2.9806113680213002,0.4990199840701166,0.9033376334961076
MOZ,Neutral,1.4558800339053874,0.13814546864001898,0.30993017938206435,0.3855961085725568,-0.0013146699782566884,-0.0023750553808667973
MRT,Neutral,5.137226486214871,1.0460607826097004,0.13562909782190502,1.6778044944387318,0.3362089234198322,0.6082146443312695
MWI,Western,-20.706984268038354,1.689900653840553,1.553600619441795,-1.8605666865580446,-0.2132684454645215,-0.38495693921190366
MYS,Neutral,3.2077373112330605,0.2612746892288982,0.0601787805609888,1.0329997857456306,0.30576047363473435,0.5530644454078981
NAM,Neutral,3.8639300664004566,1.0162366037854866,0.20408201294394246,0.7412125134289909,0.05913662514474538,0.10686103957682747
NER,Neutral,0.12128760526617555,2.1118574890821833,0.325476682904835,0.8419120839620291,0.012568095383016953,0.02270653038931414
NGA,Neutral,-0.7836011476937159,0.2206734683618805,0.49437515494481943,0.14441547333922244,-0.008315208750389047,-0.015021658693399331
NIC,Eastern,-1.2481840679368474,-27.477216379022934,3.1244960726751287,-20.162853727328653,-4.671944720373148,-8.280767698094067
NLD,Western,-25.10922439413227,0.9330661076579503,0.9516609933414628,-2.169478288503228,-0.9184763966624416,-1.6531591100063991
NOR,Western,-25.838029853195707,0.6261623947542745,0.3925442405281103,-1.6279911096432897,-0.17022618667559186,-0.3073175657923315
NPL,Neutral,-2.1594085479618172,1.328836425534945,0.5796998772412962,0.20223064506863864,-0.016299055875606427,-0.029443755163256924
NZL,Western,-31.373631376219436,-0.35226066402046285,-0.5962276451600275,-9.02584065210624,-0.5687343166713532,-1.0251114659391192
OMN,Neutral,4.677859659567588,-1.2346852417354341,0.3896941589433425,1.4943194153810708,0.19703838541047958,0.35625015916356517
PAK,Neutral,-1.1936302581829068,0.6431016614754981,0.49373264013713936,0.1834200767047207,-0.011208398417977605,-0.020248051006277024
PAN,Western,-16.068507031915928,0.5153944581153098,0.39914024873935716,-1.1140364603173936,-0.07231301078175534,-0.1306017698565256
PER,Western,-44.89523003717826,0.7701184371921812,-0.6369988817333052,-13.508546895783113,-0.8970491999834138,-1.6147326597824332
PHL,Western,-19.729774928822707,1.943126519343167,0.7513340218965965,-5.261807770688293,-0.5546828244113442,-0.9998412734003352
PLW,Western,-18.10721878975984,2.7221503120058657,1.8701178410195212,-0.5366926063777981,-0.14062542928843413,-0.2539082215761965
PNG,Western,-3.7497392660846742,-0.5606307240046959,-1.4221083807251915,-1.4706366694778694,-0.15577456420462,-0.2812437583294667
POL,Western,-26.33355129133399,0.9118920462631053,0.609562405591106,-1.9630906132071289,-0.40736608614953695,-0.7347335951865972
PRT,Western,-31.973694989725516,0.4811308945559176,0.3986376549939763,-1.3863150720155772,-0.1682096526060235,-0.3036794912411551
PRY,Western,-22.404598256231353,0.6583823278353549,1.5168920278506448,-5.479781061206708,-0.5382609644614149,-0.9703045635066729
QAT,Neutral,3.997144109233389,-1.5437358700749968,0.9195240171127921,-0.035914101241829144,-0.02670028903148136,-0.048231247169695735
ROU,Western,-32.90800618233553,0.6740642062385689,0.8826440613138828,-2.259772005460306,-0.3114184986037998,-0.5618984150472528
RUS,Eastern,3.3357487139503377,-32.548129486117915,2.4345940959864407,-19.344246832916085,-1.4179450411733114,-2.546981351222456
RWA,Neutral,-1.3971951777224945,1.8272117641011505,0.37409876746622217,0.33718176003290523,-0.006622785654627705,-0.011964330391492695
SAU,Neutral,3.4237637878422618,-0.5619281098474858,0.26029718648682376,0.602920275731293,0.018137967918605113,0.032770245445121304
SDN,Neutral,4.330084298965005,1.2042569319378629,0.26305825025330876,0.9257776374484905,0.036134773714621815,0.06529018824765842
SEN,Neutral,2.781463778421525,0.9586267256089656,0.21687841808180508,1.1710258814184584,0.07160476786989989,0.12939772173719177
SGP,Neutral,3.133462623995314,0.9618193430571296,0.13046063284645015,1.1915135071677838,0.2739885528344246,0.49553148495976984
SLB,Neutral,3.761312138888954,4.0040139377396,-0.27986576954944553,3.0984129327487864,0.45580095645816243,0.8249581018109637
SLE,Western,-23.993244230495876,0.4361254939366006,-0.47266702988595455,-6.110481377586694,-0.4999558802686863,-0.9013929273904893
SLV,Neutral,0.5679225045384158,1.0872226368366853,0.4302468676694957,0.9407091253997066,0.04727685344430199,0.0854261150365403
SVK,Western,-36.685527165071,1.3019661536775544,1.7004006451583962,-1.9589356009412597,-0.9502803126454751,-1.7101822867395384
SVN,Western,-23.68410575814721,0.6600084381471589,0.21133345212331278,-0.9180202413691205,-0.3476332322508995,-0.627149594701649
SWE,Western,-24.665155519099017,0.5876477260538024,0.9561778224134656,-1.4992171563710741,-0.18213902204036003,-0.3288085710812254
TCD,Western,-19.480979042810134,0.8009598598842018,0.48788180850623064,-6.047003687138641,-0.2378209410278913,-0.4292324897746198
TGO,Neutral,1.7137440415872334,0.5908173446225788,0.309123509154702,0.5935275816034817,0.0323098868999665,0.05837828348684582
THA,Neutral,2.0645776548630295,0.3784599113787692,0.2998162163398064,0.7961771697094093,0.08190593179055838,0.14801920901190613
TJK,Eastern,4.0662555036887795,-19.720853064656467,1.2000439076241065,-1.246197233705331,-0.17507883183603212,-0.316072089319988
TLS,Western,-21.943540175192922,7.132654186966633,5.814508156746555,0.08077005180848573,-0.11572879841479278,-0.20897675550013162
TON,Western,-21.273582457896495,3.516519560159068,-1.243141439457517,-0.22293923697358764,-0.031223634146186896,-0.05640116247643334
TUN,Neutral,-0.27007337022124034,0.036278871213852426,-0.17813749145305735,-0.034606817677726553,-0.010521737774823237,-0.01900764633859353
TUR,Western,-23.648520336076402,1.1197280485390877,0.5576097183378721,-3.07940714360808,-0.33475439261921736,-0.6039468801162826
TUV,Western,-26.145946011020854,3.5622903776754953,-1.2339287789694282,0.4001625864872409,0.08161479377119463,0.14749289551396316
TZA,Neutral,-1.1069496437893633,1.7231189379243546,0.3221292113328218,0.3727273670826037,-0.0007481631658947663,-0.0013516190694957686
UGA,Neutral,-1.3390828224356142,1.106380739156691,0.32677349595374494,0.16436096842227244,-0.012269893688383604,-0.022165554823203593
UKR,Western,-16.97442732374668,2.1539290762545136,-0.31271434945880117,-3.799431810478822,-0.727619656102064,-1.3106502998014804
URY,Western,-3.479744778879777,0.5774907094887993,0.9915182404352407,-0.4102361057279893,-0.08146124417028489,-0.14711861499016265
USA,Western,-14.45555260938697,1.417164170356088,0.7741743877571565,-1.4506718614500613,-0.06999663237759535,-0.12641942862610733
UZB,Eastern,4.640329439758261,-31.231345236359758,3.216854173523515,-11.949370601199135,-1.2932191625553742,-2.324119967711141
VEN,Neutral,3.4722276049390786,0.4941940056702805,-0.340997287460695,0.7535715112909003,0.0006082531972992911,0.0010988660700661512
VUT,Neutral,-1.6163170168350973,3.0689490514653244,0.9703945766493405,1.7910316770302046,0.20901449727313093,0.3779214917089604
YEM,Neutral,3.185674996286494,1.0014182345575193,0.6552461695013676,1.4022797410435714,0.03803686618783786,0.06872751494677232
ZAF,Neutral,2.4719980021782817,0.39501378871663917,0.3338310040099657,0.8973313107883882,0.05724438951220634,0.10344094359201961
ZMB,Neutral,2.7461103019429345,1.3909762520258226,0.40977229252865754,1.37062900757536,0.11004162756734104,0.19888818430140986
ZWE,Eastern,5.29904115307194,-32.688315474462854,0.13087860490063008,-4.1473314228297795,-0.26301234699049303,-0.47465105410827846
